"","SchoolYear","NCESDistrictID","StudentID","AdministrationDate","TermAssessmentSubject","ScaleScore","PercentileRank","GradeEquivalent","StudentGrowthPercentile","BenchmarkLevel","WindowName"
"1905","2023-2024","108807015","108060062","2024-01-11 19:52:18.877","Reading","345","4","3.1","41","4","MOY"
"1906","2023-2024","108807014","108053461","2024-01-08 16:54:09.488","Reading","890","39","7.7","93","2","MOY"
"1907","2023-2024","108807017","108113930","2024-01-16 16:34:14.785","Reading","657","27","5.9","17","2","MOY"
"1908","2023-2024","108807017","108123185","2024-01-23 18:07:29.171","Reading","73","1","0.8","9","4","MOY"
"1909","2023-2024","108807087","108155307","2024-01-23 19:25:25.398","Reading","372","4","3.3","","4","MOY"
"1910","2023-2024","108807014","108050039","2024-01-08 21:31:50.050","Reading","845","34","7.3","6","2","MOY"
"1911","2023-2024","108807014","108053020","2024-01-08 21:32:10.704","Reading","1175","65","10.6","86","1","MOY"
"1912","2023-2024","108807014","108126448","2024-01-08 14:12:33.134","Reading","286","1","2.7","14","4","MOY"
"1913","2023-2024","108807015","108234171","2024-01-08 19:48:19.182","Reading","933","71","8.3","99","1","MOY"
"1914","2023-2024","108807087","108090158","2024-01-23 19:57:29.532","Reading","297","2","2.8","","4","MOY"
"1915","2023-2024","108807014","108039476","2024-01-08 16:56:21.873","Reading","909","42","8.0","17","1","MOY"
"1916","2023-2024","108807108","108075533","2024-01-19 18:15:28.648","Reading","460","39","4.0","28","2","MOY"
"1917","2023-2024","108807015","108056898","2024-01-10 16:41:48.292","Reading","595","28","5.3","64","2","MOY"
"1918","2023-2024","108807015","108164020","2024-01-10 17:49:01.116","Reading","840","58","7.2","1","1","MOY"
"1919","2023-2024","108807009","108048629","2024-01-08 16:17:54.996","Reading","939","46","8.3","89","1","MOY"
"1920","2023-2024","108807009","108053021","2024-01-17 20:49:49.019","Reading","839","33","7.2","96","2","MOY"
"1921","2023-2024","108807015","108234158","2024-01-09 20:13:58.059","Reading","288","2","2.7","1","4","MOY"
"1922","2023-2024","108807017","108104052","2024-01-23 19:20:26.546","Reading","898","53","7.8","68","1","MOY"
"1923","2023-2024","108807009","108110521","2024-01-08 20:24:40.449","Reading","742","25","6.6","91","2","MOY"
"1924","2023-2024","108807014","108146603","2024-01-09 14:37:14.366","Reading","478","5","4.2","78","4","MOY"
"1925","2023-2024","108807108","108075526","2024-01-19 18:07:30.040","Reading","523","54","4.6","44","1","MOY"
"1926","2023-2024","108807108","108075557","2024-01-19 17:57:10.696","Reading","488","46","4.3","70","1","MOY"
"1927","2023-2024","108807015","108086268","2024-01-09 19:42:30.093","Reading","432","8","3.8","15","4","MOY"
"1928","2023-2024","108807014","108246236","2024-01-09 15:37:52.407","Reading","658","18","5.9","88","3","MOY"
"1929","2023-2024","108807017","108230072","2024-01-23 19:38:59.308","Reading","494","9","4.3","20","4","MOY"
"1930","2023-2024","108807014","108051990","2024-01-08 14:35:53.643","Reading","779","28","6.8","61","2","MOY"
"1931","2023-2024","108807015","108076620","2024-01-11 20:07:22.911","Reading","652","36","5.8","52","2","MOY"
"1932","2023-2024","108807108","108076939","2024-01-19 18:05:52.195","Reading","231","4","2.3","16","4","MOY"
"1933","2023-2024","108807015","108244797","2024-01-11 15:36:30.925","Reading","488","13","4.3","97","3","MOY"
"1934","2023-2024","108807009","108053330","2024-01-08 20:04:20.883","Reading","556","9","4.9","21","4","MOY"
"1935","2023-2024","108807014","108052152","2024-01-08 21:23:27.891","Reading","1039","54","9.1","67","1","MOY"
"1936","2023-2024","108807087","108090135","2024-01-25 20:22:53.817","Reading","406","6","3.6","12","4","MOY"
"1937","2023-2024","108807087","108178343","2024-01-23 21:00:14.557","Reading","236","1","2.4","25","4","MOY"
"1938","2023-2024","108807087","108229899","2024-01-23 14:28:31.313","Reading","484","13","4.3","29","3","MOY"
"1939","2023-2024","108807017","108064986","2024-01-23 14:31:03.255","Reading","953","61","8.5","42","1","MOY"
"1940","2023-2024","108807014","108062896","2024-01-08 14:39:38.604","Reading","549","9","4.8","80","4","MOY"
"1941","2023-2024","108807009","108049868","2024-01-08 14:58:35.495","Reading","800","30","7.0","36","2","MOY"
"1942","2023-2024","108807009","108050566","2024-01-08 20:25:55.210","Reading","990","52","8.9","97","1","MOY"
"1943","2023-2024","108807009","108137083","2024-01-08 14:55:00.549","Reading","695","22","6.2","92","3","MOY"
"1944","2023-2024","108807087","108102761","2024-01-23 19:20:35.188","Reading","846","58","7.3","86","1","MOY"
"1945","2023-2024","108807009","108232204","2024-01-08 18:48:23.701","Reading","578","11","5.1","66","3","MOY"
"1946","2023-2024","108807014","108052555","2024-01-08 14:46:46.570","Reading","885","38","7.7","15","2","MOY"
"1947","2023-2024","108807009","108106222","2024-01-08 14:48:48.055","Reading","882","38","7.6","72","2","MOY"
"1948","2023-2024","108807017","108076662","2024-01-23 21:04:53.400","Reading","1108","72","9.8","4","1","MOY"
"1949","2023-2024","108807017","108073802","2024-01-23 19:48:11.169","Reading","804","42","7.0","9","1","MOY"
"1950","2023-2024","108807017","108074747","2024-01-23 21:13:17.275","Reading","529","12","4.7","21","3","MOY"
"1951","2023-2024","108807017","108141818","2024-01-23 18:10:50.733","Reading","1103","72","9.7","32","1","MOY"
"1952","2023-2024","108807014","108242778","2024-01-08 17:03:12.914","Reading","713","23","6.4","91","3","MOY"
"1953","2023-2024","108807015","108056951","2024-01-08 20:14:44.468","Reading","1156","86","10.3","77","1","MOY"
"1954","2023-2024","108807096","108057968","2024-01-18 17:00:30.911","Reading","433","4","3.8","59","4","MOY"
"1955","2023-2024","108807014","108052203","2024-01-08 15:44:49.667","Reading","793","29","6.9","31","2","MOY"
"1956","2023-2024","108807015","108056931","2024-01-25 14:44:58.117","Reading","347","4","3.2","10","4","MOY"
"1957","2023-2024","108807015","108183471","2024-01-09 20:13:56.482","Reading","379","5","3.4","4","4","MOY"
"1958","2023-2024","108807014","108039449","2024-01-08 15:58:10.030","Reading","1339","90","> 12.9","98","1","MOY"
"1959","2023-2024","108807015","108056912","2024-01-10 15:14:57.596","Reading","356","4","3.2","10","4","MOY"
"1960","2023-2024","108807009","108048527","2024-01-18 14:41:43.842","Reading","1259","74","12.4","84","1","MOY"
"1961","2023-2024","108807015","108056984","2024-01-10 16:28:08.748","Reading","472","12","4.2","56","3","MOY"
"1962","2023-2024","108807087","108178323","2024-01-18 17:25:47.530","Reading","225","1","2.3","21","4","MOY"
"1963","2023-2024","108807009","108179398","2024-01-08 14:54:42.149","Reading","797","30","6.9","20","2","MOY"
"1964","2023-2024","108807017","108056270","2024-01-16 16:45:34.228","Reading","840","46","7.2","16","1","MOY"
"1965","2023-2024","108807108","108060558","2024-01-19 18:10:39.373","Reading","618","72","5.5","11","1","MOY"
"1966","2023-2024","108807014","108049032","2024-01-08 16:43:12.543","Reading","519","7","4.6","8","4","MOY"
"1967","2023-2024","108807017","108185104","2024-01-23 19:22:39.218","Reading","623","23","5.6","68","3","MOY"
"1968","2023-2024","108807015","108064886","2024-01-08 20:15:42.953","Reading","648","36","5.8","1","2","MOY"
"1969","2023-2024","108807014","108053142","2024-01-08 14:46:17.900","Reading","905","42","7.9","22","1","MOY"
"1970","2023-2024","108807014","108244722","2024-01-08 15:52:35.033","Reading","288","1","2.7","","4","MOY"
"1971","2023-2024","108807009","108048655","2024-01-08 18:51:59.387","Reading","885","38","7.7","19","2","MOY"
"1972","2023-2024","108807015","108061876","2024-01-10 17:50:39.702","Reading","550","21","4.8","46","3","MOY"
"1973","2023-2024","108807015","108056947","2024-01-10 16:34:18.718","Reading","507","16","4.5","7","3","MOY"
"1974","2023-2024","108807017","108111861","2024-01-16 16:36:46.627","Reading","445","6","3.9","91","4","MOY"
"1975","2023-2024","108807009","108200611","2024-01-08 19:11:24.486","Reading","516","7","4.5","6","4","MOY"
"1976","2023-2024","108807009","108160800","2024-01-08 18:47:20.747","Reading","1036","54","9.1","94","1","MOY"
"1977","2023-2024","108807017","108121355","2024-01-23 19:37:04.456","Reading","740","36","6.6","79","2","MOY"
"1978","2023-2024","108807087","108186708","2024-01-23 14:28:27.251","Reading","1271","94","12.6","97","1","MOY"
"1979","2023-2024","108807009","108232219","2024-01-08 16:19:48.425","Reading","622","15","5.5","27","3","MOY"
"1980","2023-2024","108807017","108064932","2024-01-23 19:47:24.458","Reading","506","10","4.5","26","3","MOY"
"1981","2023-2024","108807015","108056990","2024-01-10 17:55:25.854","Reading","646","35","5.8","81","2","MOY"
"1982","2023-2024","108807009","108048696","2024-01-08 20:21:22.271","Reading","1058","56","9.3","50","1","MOY"
"1983","2023-2024","108807014","108142759","2024-01-08 16:51:37.173","Reading","810","31","7.0","47","2","MOY"
"1984","2023-2024","108807009","108048893","2024-01-12 15:45:28.246","Reading","751","26","6.6","11","2","MOY"
"1985","2023-2024","108807014","108037372","2024-01-08 14:26:03.050","Reading","691","21","6.2","1","3","MOY"
"1986","2023-2024","108807017","108074746","2024-01-23 20:49:06.662","Reading","591","19","5.3","63","3","MOY"
"1987","2023-2024","108807014","108137632","2024-01-08 14:53:47.702","Reading","663","18","5.9","55","3","MOY"
"1988","2023-2024","108807009","108137063","2024-01-08 20:11:43.269","Reading","517","7","4.6","30","4","MOY"
"1989","2023-2024","108807087","108178298","2024-01-25 20:47:53.844","Reading","444","8","3.9","30","4","MOY"
"1990","2023-2024","108807108","108075584","2024-01-17 18:01:19.596","Reading","341","15","3.1","50","3","MOY"
"1991","2023-2024","108807015","108075078","2024-01-10 17:32:10.251","Reading","585","26","5.2","8","2","MOY"
"1992","2023-2024","108807014","108040616","2024-01-08 17:09:52.973","Reading","754","26","6.7","9","2","MOY"
"1993","2023-2024","108807014","108040616","2024-01-08 16:53:30.283","Reading","854","35","7.4","","2","MOY"
"1994","2023-2024","108807015","108057045","2024-01-10 16:33:50.051","Reading","314","3","2.9","2","4","MOY"
"1995","2023-2024","108807017","108230057","2024-01-16 16:54:12.998","Reading","1202","79","11.1","76","1","MOY"
"1996","2023-2024","108807087","108229886","2024-01-23 20:54:57.677","Reading","450","9","3.9","69","4","MOY"
"1997","2023-2024","108807009","108113347","2024-01-08 20:10:13.640","Reading","563","10","5.0","15","3","MOY"
"1998","2023-2024","108807017","108057073","2024-01-23 20:55:05.023","Reading","461","7","4.1","47","4","MOY"
"1999","2023-2024","108807014","108053188","2024-01-08 21:11:24.156","Reading","916","43","8.1","85","1","MOY"
"2000","2023-2024","108807017","108088308","2024-01-23 21:01:01.454","Reading","670","28","6.0","6","2","MOY"
"2001","2023-2024","108807009","108049860","2024-01-08 16:04:52.405","Reading","606","13","5.4","42","3","MOY"
"2002","2023-2024","108807009","108049175","2024-01-08 21:19:45.032","Reading","722","24","6.4","17","3","MOY"
"2003","2023-2024","108807015","108195741","2024-01-10 17:31:58.569","Reading","790","53","6.9","71","1","MOY"
"2004","2023-2024","108807014","108209952","2024-01-08 15:53:00.267","Reading","419","3","3.7","51","4","MOY"
"2005","2023-2024","108807108","108087927","2024-01-19 18:17:48.705","Reading","457","39","4.0","78","2","MOY"
"2006","2023-2024","108807108","108089756","2024-01-19 18:18:07.457","Reading","315","11","2.9","54","3","MOY"
"2007","2023-2024","108807014","108053625","2024-01-08 17:00:14.496","Reading","903","41","7.9","51","1","MOY"
"2008","2023-2024","108807087","108090132","2024-01-25 18:59:43.286","Reading","634","33","5.7","50","2","MOY"
"2009","2023-2024","108807009","108052776","2024-01-08 19:00:22.099","Reading","542","8","4.8","85","4","MOY"
"2010","2023-2024","108807009","108137068","2024-01-08 16:07:19.668","Reading","1226","71","11.7","79","1","MOY"
"2011","2023-2024","108807015","108056976","2024-01-10 17:56:32.588","Reading","735","48","6.5","9","1","MOY"
"2012","2023-2024","108807015","108060247","2024-01-10 17:55:16.840","Reading","517","17","4.6","40","3","MOY"
"2013","2023-2024","108807108","108075575","2024-01-19 18:08:02.349","Reading","371","21","3.3","8","3","MOY"
"2014","2023-2024","108807009","108053170","2024-01-08 16:05:16.813","Reading","902","41","7.9","82","1","MOY"
"2015","2023-2024","108807108","108075544","2024-01-17 18:26:32.195","Reading","265","6","2.6","51","4","MOY"
"2016","2023-2024","108807017","108072589","2024-01-23 19:38:38.039","Reading","1066","69","9.4","85","1","MOY"
"2017","2023-2024","108807015","108056948","2024-01-10 15:16:47.661","Reading","551","21","4.8","60","3","MOY"
"2018","2023-2024","108807017","108064985","2024-01-23 21:03:03.328","Reading","735","36","6.5","81","2","MOY"
"2019","2023-2024","108807015","108061491","2024-01-10 17:59:57.612","Reading","852","60","7.4","9","1","MOY"
"2020","2023-2024","108807015","108063310","2024-01-10 17:30:58.229","Reading","574","25","5.1","36","2","MOY"
"2021","2023-2024","108807017","108061701","2024-01-23 19:17:03.821","Reading","667","28","5.9","49","2","MOY"
"2022","2023-2024","108807015","108074839","2024-01-09 21:33:25.130","Reading","200","1","2.1","25","4","MOY"
"2023","2023-2024","108807087","108229866","2024-01-23 19:35:44.541","Reading","670","39","6.0","51","2","MOY"
"2024","2023-2024","108807015","108106879","2024-01-11 18:11:51.304","Reading","399","6","3.6","1","4","MOY"
"2025","2023-2024","108807087","108237255","2024-01-23 17:05:36.581","Reading","561","22","4.9","36","3","MOY"
"2026","2023-2024","108807015","108056916","2024-01-08 20:25:57.429","Reading","827","57","7.2","72","1","MOY"
"2027","2023-2024","108807009","108234573","2024-01-08 14:59:07.099","Reading","640","16","5.7","17","3","MOY"
"2028","2023-2024","108807014","108194873","2024-01-12 14:16:16.378","Reading","317","1","2.9","2","4","MOY"
"2029","2023-2024","108807009","108049861","2024-01-08 20:17:51.181","Reading","720","24","6.4","22","3","MOY"
"2030","2023-2024","108807087","108110839","2024-01-25 20:29:28.446","Reading","421","7","3.7","87","4","MOY"
"2031","2023-2024","108807014","108052513","2024-01-08 16:34:04.757","Reading","496","6","4.4","5","4","MOY"
"2032","2023-2024","108807014","108040588","2024-01-08 20:13:46.476","Reading","770","27","6.7","55","2","MOY"
"2033","2023-2024","108807017","108199914","2024-01-23 20:51:11.160","Reading","380","3","3.4","3","4","MOY"
"2034","2023-2024","108807015","108056974","2024-01-11 16:49:33.792","Reading","466","11","4.1","23","3","MOY"
"2035","2023-2024","108807009","108048104","2024-01-08 21:18:49.478","Reading","970","49","8.6","80","1","MOY"
"2036","2023-2024","108807014","108152931","2024-01-09 14:35:14.402","Reading","844","34","7.3","50","2","MOY"
"2037","2023-2024","108807087","108235768","2024-01-18 20:29:53.276","Reading","247","1","2.4","9","4","MOY"
"2038","2023-2024","108807087","108235768","2024-01-23 14:34:32.628","Reading","147","1","1.8","","4","MOY"
"2039","2023-2024","108807017","108185649","2024-01-23 19:26:12.769","Reading","871","50","7.6","93","1","MOY"
"2040","2023-2024","108807014","108137636","2024-01-08 14:30:45.873","Reading","683","20","6.1","4","3","MOY"
"2041","2023-2024","108807014","108050777","2024-01-08 15:53:15.286","Reading","1276","76","12.7","99","1","MOY"
"2042","2023-2024","108807009","108154870","2024-01-08 16:06:46.206","Reading","710","23","6.3","89","3","MOY"
"2043","2023-2024","108807087","108090166","2024-01-23 20:40:05.419","Reading","289","2","2.7","15","4","MOY"
"2044","2023-2024","108807015","108060244","2024-01-08 17:34:44.770","Reading","500","15","4.4","53","3","MOY"
"2045","2023-2024","108807019","108085300","2024-01-23 19:27:45.061","Reading","632","16","5.6","69","3","MOY"
"2046","2023-2024","108807015","108203010","2024-01-10 15:20:07.671","Reading","891","64","7.7","87","1","MOY"
"2047","2023-2024","108807015","108056944","2024-01-10 20:54:03.627","Reading","663","38","5.9","1","2","MOY"
"2048","2023-2024","108807009","108137070","2024-01-08 16:15:39.756","Reading","983","51","8.8","93","1","MOY"
"2049","2023-2024","108807015","108234167","2024-01-17 20:30:41.640","Reading","309","2","2.9","11","4","MOY"
"2050","2023-2024","108807009","108042455","2024-01-08 21:37:01.598","Reading","632","16","5.6","58","3","MOY"
"2051","2023-2024","108807009","108138876","2024-01-08 14:55:04.139","Reading","127","1","1.7","44","4","MOY"
"2052","2023-2024","108807087","108178216","2024-01-23 20:02:22.639","Reading","451","9","3.9","17","4","MOY"
"2053","2023-2024","108807015","108056892","2024-01-09 20:15:54.208","Reading","713","45","6.4","77","1","MOY"
"2054","2023-2024","108807009","108155214","2024-01-08 21:09:29.220","Reading","911","43","8.0","61","1","MOY"
"2055","2023-2024","108807015","108234166","2024-01-10 17:55:40.628","Reading","392","5","3.5","87","4","MOY"
